Country Name,Country Code,Series Name,Series Code,Scale (Precision),2019Q2 [YR2019Q2],2019Q3 [YR2019Q3],2019Q4 [YR2019Q4],2020Q1 [YR2020Q1],2020Q2 [YR2020Q2]
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD",DT.DOD.DLXF.CD.MA.AR.US,Millions (0),4286,4203,4263,4208,4242
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.MA.AR.US,Millions (0),4286,4203,4263,4208,4242
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.MA.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.MA.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Long-term, Loans, USD",DT.DOD.DLTL.CD.MA.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.MA.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, USD",DT.DOD.DECT.CD.CB.AR.US,Millions (0),649410,644733,665385,659125,630505
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, All instruments, USD",DT.DOD.DSTC.CD.CB.AR.US,Millions (0),305247,298884,323440,327759,301412
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.CB.AR.US,Millions (0),156994,155834,159434,160756,154610
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.CB.AR.US,Millions (0),99181,97777,121550,101734,87595
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Loans, USD",DT.DOD.DSTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD",DT.DOD.DLXF.CD.CB.AR.US,Millions (0),344163,345849,341944,331367,329093
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.CB.AR.US,Millions (0),301381,298717,293276,280026,278299
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Loans, USD",DT.DOD.DLTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.OT.AR.US,Millions (0),395200,392505,403767,380797,402680
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Short-term, All instruments, USD",DT.DOD.DSTC.CD.OT.AR.US,Millions (0),14654,15979,15757,19716,17674
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),3819,4834,4711,7435,6004
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD",DT.DOD.DLXF.CD.OT.AR.US,Millions (0),380545,376526,388010,361081,385007
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.OT.AR.US,Millions (0),264734,259367,267784,244396,268135
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Long-term, Loans, USD",DT.DOD.DLTL.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, USD",DT.DOD.DECT.CD.IL.US,Millions (0),202503,199458,203266,190125,201772
Australia,AUS,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of DI ent. to dir. investors, USD",DT.DOD.DIDI.CD.IL.US,Millions (0),188022,184673,188902,175796,186536
Australia,AUS,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of dir. investors to DI ent., USD",DT.DOD.DIIE.CD.IL.US,Millions (0),14481,14785,14364,14328,15237
Australia,AUS,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. to fellow ent., USD",DT.DOD.DIFE.CD.IL.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.AR.US,Millions (0),1497120,1493914,1539577,1455878,1498019
Australia,AUS,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.GG.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.MA.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.CB.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.OT.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.IL.AR.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., All Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.DS.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., General Government, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.GG.DS.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Central Bank, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.MA.DS.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.CB.DS.US,Millions (0),0,0,0,0,0
Australia,AUS,"Gross Ext. Debt Pos., Other Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.OT.DS.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, USD",DT.DOD.DECT.CD.GG.AR.US,Millions (0),255224,250131,249724,251583,279493
Austria,AUT,"Gross Ext. Debt Pos., General Government, Short-term, All instruments, USD",DT.DOD.DSTC.CD.GG.AR.US,Millions (0),8641,5664,8335,9096,21193
Austria,AUT,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.GG.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., General Government, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.GG.AR.US,Millions (0),7011,3646,7001,7076,16872
Austria,AUT,"Gross Ext. Debt Pos., General Government, Short-term, Loans, USD",DT.DOD.DSTL.CD.GG.AR.US,Millions (0),975,847,692,1753,3925
Austria,AUT,"Gross Ext. Debt Pos., General Government, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.GG.AR.US,Millions (0),9,12,18,16,12
Austria,AUT,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.GG.AR.US,Millions (0),645,1160,623,250,384
Austria,AUT,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD",DT.DOD.DLXF.CD.GG.AR.US,Millions (0),246583,244467,241389,242487,258300
Austria,AUT,"Gross Ext. Debt Pos., General Government, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.GG.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., General Government, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.GG.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., General Government, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.GG.AR.US,Millions (0),217127,216094,212521,214405,229632
Austria,AUT,"Gross Ext. Debt Pos., General Government, Long-term, Loans, USD",DT.DOD.DLTL.CD.GG.AR.US,Millions (0),29372,28372,28868,28082,28668
Austria,AUT,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.GG.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., General Government, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.GG.AR.US,Millions (0),84,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, USD",DT.DOD.DECT.CD.MA.AR.US,Millions (0),70253,67433,61807,50001,51524
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Short-term, All instruments, USD",DT.DOD.DSTC.CD.MA.AR.US,Millions (0),67840,65069,59401,47630,49137
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.MA.AR.US,Millions (0),67840,65069,59401,47630,49137
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Short-term, Loans, USD",DT.DOD.DSTL.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD",DT.DOD.DLXF.CD.MA.AR.US,Millions (0),2414,2364,2406,2371,2387
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.MA.AR.US,Millions (0),2414,2364,2406,2371,2387
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Long-term, Loans, USD",DT.DOD.DLTL.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, USD",DT.DOD.DECT.CD.CB.AR.US,Millions (0),198298,194929,199261,204401,205531
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, All instruments, USD",DT.DOD.DSTC.CD.CB.AR.US,Millions (0),84162,78754,77280,85268,79820
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.CB.AR.US,Millions (0),78756,74018,71579,78882,74575
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.CB.AR.US,Millions (0),5406,4736,5701,6386,5245
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Loans, USD",DT.DOD.DSTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.CB.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD",DT.DOD.DLXF.CD.CB.AR.US,Millions (0),114136,116176,121981,119132,125711
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.CB.AR.US,Millions (0),24102,25734,26976,25922,25524
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.CB.AR.US,Millions (0),90034,90442,95005,93210,100187
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Loans, USD",DT.DOD.DLTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.CB.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.OT.AR.US,Millions (0),115097,105708,107222,104468,110186
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Short-term, All instruments, USD",DT.DOD.DSTC.CD.OT.AR.US,Millions (0),29562,27466,28386,28167,27441
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),262,236,215,141,78
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),14774,13225,14620,14817,14264
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),14519,13995,13549,13202,13078
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),8,11,2,7,20
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD",DT.DOD.DLXF.CD.OT.AR.US,Millions (0),85535,78242,78836,76301,82745
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.OT.AR.US,Millions (0),46042,41501,41914,38975,45475
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Long-term, Loans, USD",DT.DOD.DLTL.CD.OT.AR.US,Millions (0),35828,33013,33140,33611,33381
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.OT.AR.US,Millions (0),13,10,35,8,13
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.OT.AR.US,Millions (0),3653,3718,3747,3708,3876
Austria,AUT,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, USD",DT.DOD.DECT.CD.IL.US,Millions (0),56280,72019,68424,68514,69082
Austria,AUT,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of DI ent. to dir. investors, USD",DT.DOD.DIDI.CD.IL.US,Millions (0),11125,14513,10370,10615,10095
Austria,AUT,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of dir. investors to DI ent., USD",DT.DOD.DIIE.CD.IL.US,Millions (0),3638,12559,13046,12557,12887
Austria,AUT,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. to fellow ent., USD",DT.DOD.DIFE.CD.IL.US,Millions (0),41517,44947,45008,45343,46100
Austria,AUT,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.AR.US,Millions (0),695152,690221,686438,678966,715816
Austria,AUT,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.AR.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.GG.AR.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.MA.AR.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.CB.AR.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.OT.AR.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.IL.AR.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., All Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.DS.US,Millions (0),0,0,0,0,0
Austria,AUT,"Gross Ext. Debt Pos., General Government, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.GG.DS.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., Central Bank, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.MA.DS.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.CB.DS.US,Millions (0),,,,,
Austria,AUT,"Gross Ext. Debt Pos., Other Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.OT.DS.US,Millions (0),,,,,
Belarus,BLR,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, USD",DT.DOD.DECT.CD.GG.AR.US,Millions (0),16702,16531,17148,16747,18054
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Short-term, All instruments, USD",DT.DOD.DSTC.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Short-term, Loans, USD",DT.DOD.DSTL.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD",DT.DOD.DLXF.CD.GG.AR.US,Millions (0),16702,16531,17148,16747,18054
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.GG.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.GG.AR.US,Millions (0),2012,2159,2178,2141,3551
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Long-term, Loans, USD",DT.DOD.DLTL.CD.GG.AR.US,Millions (0),14690,14373,14971,14606,14503
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., General Government, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.GG.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, USD",DT.DOD.DECT.CD.MA.AR.US,Millions (0),1180,1112,996,915,905
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, Short-term, All instruments, USD",DT.DOD.DSTC.CD.MA.AR.US,Millions (0),96,122,120,123,104
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.MA.AR.US,Millions (0),52,65,63,61,56
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.MA.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, Short-term, Loans, USD",DT.DOD.DSTL.CD.MA.AR.US,Millions (0),44,56,57,62,48
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.MA.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Belarus,BLR,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD",DT.DOD.DLXF.CD.MA.AR.US,Millions (0),1084,990,876,793,801
